click_id,value_type,value
64fe67fb-c2d4-463c-aefc-dd1d4f3702e3,text_id,914585863253893121
64fe67fb-c2d4-463c-aefc-dd1d4f3702e3,text_id,913155022631956480
64fe67fb-c2d4-463c-aefc-dd1d4f3702e3,text_id,913343847765352448
64fe67fb-c2d4-463c-aefc-dd1d4f3702e3,text_id,912196711216431105
64fe67fb-c2d4-463c-aefc-dd1d4f3702e3,text_id,914358730380267520
64fe67fb-c2d4-463c-aefc-dd1d4f3702e3,text_id,912181425088036864
64fe67fb-c2d4-463c-aefc-dd1d4f3702e3,text_id,914337481750966277
64fe67fb-c2d4-463c-aefc-dd1d4f3702e3,text_id,914718402538696704
5bec874a-57eb-4539-9f75-a0c5df8a61b8,label,Flood
40a73a35-128b-4a76-9f37-c0895bfcec22,label,Flood
40a73a35-128b-4a76-9f37-c0895bfcec22,text_id,1031815503981891584
40a73a35-128b-4a76-9f37-c0895bfcec22,text_id,1031499945767923712
40a73a35-128b-4a76-9f37-c0895bfcec22,text_id,1031045983747096576
40a73a35-128b-4a76-9f37-c0895bfcec22,text_id,1030740720284364802
40a73a35-128b-4a76-9f37-c0895bfcec22,text_id,1030402832929763328
40a73a35-128b-4a76-9f37-c0895bfcec22,text_id,1030725011219329024
40a73a35-128b-4a76-9f37-c0895bfcec22,text_id,1031754078613733377
40a73a35-128b-4a76-9f37-c0895bfcec22,text_id,1031552407942119424
40a73a35-128b-4a76-9f37-c0895bfcec22,text_id,1031117725521723392
40a73a35-128b-4a76-9f37-c0895bfcec22,text_id,1032133583165513728
2b7a1098-67e2-4904-8209-f31d609dd9ec,label,Flood
2b7a1098-67e2-4904-8209-f31d609dd9ec,text_id,902879278190264322
2b7a1098-67e2-4904-8209-f31d609dd9ec,text_id,1065225073840308224
2b7a1098-67e2-4904-8209-f31d609dd9ec,text_id,1063691165776715776
2b7a1098-67e2-4904-8209-f31d609dd9ec,text_id,901818030803603457
2b7a1098-67e2-4904-8209-f31d609dd9ec,text_id,903575772249645056
2b7a1098-67e2-4904-8209-f31d609dd9ec,text_id,1061459092953333761
2b7a1098-67e2-4904-8209-f31d609dd9ec,text_id,903050701395435520
2b7a1098-67e2-4904-8209-f31d609dd9ec,text_id,902633848923537409
2b7a1098-67e2-4904-8209-f31d609dd9ec,text_id,1064026158759464960
2b7a1098-67e2-4904-8209-f31d609dd9ec,text_id,1063624729641267200
13af2e96-8173-4157-96d1-51e13a70b43a,include_search_term,hurricane harvey
13af2e96-8173-4157-96d1-51e13a70b43a,exclude_search_term,
740ef54f-0c06-4627-a251-951ad14d0926,label,Hurricane
10f86007-165f-4c13-8e9e-04638531d101,label,Hurricane
10f86007-165f-4c13-8e9e-04638531d101,text_id,903580494046093313
10f86007-165f-4c13-8e9e-04638531d101,text_id,902618550195691520
10f86007-165f-4c13-8e9e-04638531d101,text_id,903464582764572673
10f86007-165f-4c13-8e9e-04638531d101,text_id,902837834939117570
10f86007-165f-4c13-8e9e-04638531d101,text_id,901136258411487232
10f86007-165f-4c13-8e9e-04638531d101,text_id,901238531812605952
10f86007-165f-4c13-8e9e-04638531d101,text_id,903745805969833984
10f86007-165f-4c13-8e9e-04638531d101,text_id,903744660765585411
10f86007-165f-4c13-8e9e-04638531d101,text_id,902655283176116230
10f86007-165f-4c13-8e9e-04638531d101,text_id,903648664090013696
10f86007-165f-4c13-8e9e-04638531d101,text_id,902900636898996226
10f86007-165f-4c13-8e9e-04638531d101,text_id,901082771858178049
10f86007-165f-4c13-8e9e-04638531d101,text_id,902629138443403264
10f86007-165f-4c13-8e9e-04638531d101,text_id,903750039469731840
10f86007-165f-4c13-8e9e-04638531d101,text_id,901830969199603712
10f86007-165f-4c13-8e9e-04638531d101,text_id,903425660479303681
10f86007-165f-4c13-8e9e-04638531d101,text_id,902853085709651968
10f86007-165f-4c13-8e9e-04638531d101,text_id,903058532605485056
10f86007-165f-4c13-8e9e-04638531d101,text_id,902610063398813696
10f86007-165f-4c13-8e9e-04638531d101,text_id,901817996892655617
10f86007-165f-4c13-8e9e-04638531d101,text_id,902901189108527106
10f86007-165f-4c13-8e9e-04638531d101,text_id,903675039479808000
10f86007-165f-4c13-8e9e-04638531d101,text_id,902915333249486848
10f86007-165f-4c13-8e9e-04638531d101,text_id,902633755680153601
10f86007-165f-4c13-8e9e-04638531d101,text_id,902649555170205697
10f86007-165f-4c13-8e9e-04638531d101,text_id,902693475623333890
10f86007-165f-4c13-8e9e-04638531d101,text_id,903619858671259649
10f86007-165f-4c13-8e9e-04638531d101,text_id,901659304054464513
10f86007-165f-4c13-8e9e-04638531d101,text_id,903745296441716737
10f86007-165f-4c13-8e9e-04638531d101,text_id,903764810776621056
10f86007-165f-4c13-8e9e-04638531d101,text_id,902719631164547072
10f86007-165f-4c13-8e9e-04638531d101,text_id,903377592333606912
10f86007-165f-4c13-8e9e-04638531d101,text_id,901396981301555200
10f86007-165f-4c13-8e9e-04638531d101,text_id,902901569313759233
10f86007-165f-4c13-8e9e-04638531d101,text_id,903709335875936257
10f86007-165f-4c13-8e9e-04638531d101,text_id,903742506038374400
10f86007-165f-4c13-8e9e-04638531d101,text_id,901137246342066176
10f86007-165f-4c13-8e9e-04638531d101,text_id,902607190678269952
10f86007-165f-4c13-8e9e-04638531d101,text_id,902838353183117313
10f86007-165f-4c13-8e9e-04638531d101,text_id,902742486082134016
10f86007-165f-4c13-8e9e-04638531d101,text_id,903408374422831105
10f86007-165f-4c13-8e9e-04638531d101,text_id,901538257091145728
10f86007-165f-4c13-8e9e-04638531d101,text_id,902646234762153990
10f86007-165f-4c13-8e9e-04638531d101,text_id,902597094942404611
10f86007-165f-4c13-8e9e-04638531d101,text_id,908790173126754304
10f86007-165f-4c13-8e9e-04638531d101,text_id,901148910101688320
10f86007-165f-4c13-8e9e-04638531d101,text_id,903745456571908096
10f86007-165f-4c13-8e9e-04638531d101,text_id,901460267783139328
10f86007-165f-4c13-8e9e-04638531d101,text_id,902603023570137088
10f86007-165f-4c13-8e9e-04638531d101,text_id,902855954110099457
10f86007-165f-4c13-8e9e-04638531d101,text_id,902650196701667329
10f86007-165f-4c13-8e9e-04638531d101,text_id,903484822017916928
10f86007-165f-4c13-8e9e-04638531d101,text_id,902633563207684099
10f86007-165f-4c13-8e9e-04638531d101,text_id,1108431325868904448
10f86007-165f-4c13-8e9e-04638531d101,text_id,903602122163445760
10f86007-165f-4c13-8e9e-04638531d101,text_id,1039888799227109376
10f86007-165f-4c13-8e9e-04638531d101,text_id,902637930191183878
10f86007-165f-4c13-8e9e-04638531d101,text_id,902663427079847936
10f86007-165f-4c13-8e9e-04638531d101,text_id,902652256008491008
10f86007-165f-4c13-8e9e-04638531d101,text_id,901701660325662721
10f86007-165f-4c13-8e9e-04638531d101,text_id,903750329019322369
10f86007-165f-4c13-8e9e-04638531d101,text_id,902836622168915968
10f86007-165f-4c13-8e9e-04638531d101,text_id,902885769349619712
10f86007-165f-4c13-8e9e-04638531d101,text_id,903747559176404992
10f86007-165f-4c13-8e9e-04638531d101,text_id,903351854066696194
10f86007-165f-4c13-8e9e-04638531d101,text_id,903059779542765569
10f86007-165f-4c13-8e9e-04638531d101,text_id,902866476725624832
10f86007-165f-4c13-8e9e-04638531d101,text_id,902854963466051586
10f86007-165f-4c13-8e9e-04638531d101,text_id,902616315608879104
10f86007-165f-4c13-8e9e-04638531d101,text_id,902647693922766848
10f86007-165f-4c13-8e9e-04638531d101,text_id,903685666206347268
10f86007-165f-4c13-8e9e-04638531d101,text_id,903693952888471552
10f86007-165f-4c13-8e9e-04638531d101,text_id,1039519038458736640
10f86007-165f-4c13-8e9e-04638531d101,text_id,903699421661147136
10f86007-165f-4c13-8e9e-04638531d101,text_id,902658026754019329
10f86007-165f-4c13-8e9e-04638531d101,text_id,914575228851822592
10f86007-165f-4c13-8e9e-04638531d101,text_id,901121074934558720
10f86007-165f-4c13-8e9e-04638531d101,text_id,903438195869851649
10f86007-165f-4c13-8e9e-04638531d101,text_id,903355225620209664
10f86007-165f-4c13-8e9e-04638531d101,text_id,903381447200919553
10f86007-165f-4c13-8e9e-04638531d101,text_id,902686723838238726
10f86007-165f-4c13-8e9e-04638531d101,text_id,902861647664033792
10f86007-165f-4c13-8e9e-04638531d101,text_id,903657434752970752
10f86007-165f-4c13-8e9e-04638531d101,text_id,914214197986316290
10f86007-165f-4c13-8e9e-04638531d101,text_id,902630061802737667
10f86007-165f-4c13-8e9e-04638531d101,text_id,902851542730104834
10f86007-165f-4c13-8e9e-04638531d101,text_id,903744345215524865
10f86007-165f-4c13-8e9e-04638531d101,text_id,903745075133501440
10f86007-165f-4c13-8e9e-04638531d101,text_id,901671787997614080
10f86007-165f-4c13-8e9e-04638531d101,text_id,903393529422065664
10f86007-165f-4c13-8e9e-04638531d101,text_id,903408772533559296
10f86007-165f-4c13-8e9e-04638531d101,text_id,902739610706427904
10f86007-165f-4c13-8e9e-04638531d101,text_id,902649339503415312
10f86007-165f-4c13-8e9e-04638531d101,text_id,903411354769518593
10f86007-165f-4c13-8e9e-04638531d101,text_id,901709730489352192
10f86007-165f-4c13-8e9e-04638531d101,text_id,903675108098809856
10f86007-165f-4c13-8e9e-04638531d101,text_id,903721319921016842
10f86007-165f-4c13-8e9e-04638531d101,text_id,903355266309206016
10f86007-165f-4c13-8e9e-04638531d101,text_id,902599917293711360
10f86007-165f-4c13-8e9e-04638531d101,text_id,903742535364947968
10f86007-165f-4c13-8e9e-04638531d101,text_id,902846511259803648
10f86007-165f-4c13-8e9e-04638531d101,text_id,902838686768918528
10f86007-165f-4c13-8e9e-04638531d101,text_id,902652167827243008
10f86007-165f-4c13-8e9e-04638531d101,text_id,914879521962156032
10f86007-165f-4c13-8e9e-04638531d101,text_id,911927757206114304
10f86007-165f-4c13-8e9e-04638531d101,text_id,902650262501724161
10f86007-165f-4c13-8e9e-04638531d101,text_id,903756103644786688
10f86007-165f-4c13-8e9e-04638531d101,text_id,902856452565544960
10f86007-165f-4c13-8e9e-04638531d101,text_id,902913541627412481
10f86007-165f-4c13-8e9e-04638531d101,text_id,902856675417346049
10f86007-165f-4c13-8e9e-04638531d101,text_id,902844246255919108
10f86007-165f-4c13-8e9e-04638531d101,text_id,903612329539067905
10f86007-165f-4c13-8e9e-04638531d101,text_id,903714706782900224
10f86007-165f-4c13-8e9e-04638531d101,text_id,912325309999075328
10f86007-165f-4c13-8e9e-04638531d101,text_id,902651549201174531
10f86007-165f-4c13-8e9e-04638531d101,text_id,903681935100305411
10f86007-165f-4c13-8e9e-04638531d101,text_id,903745108683706369
10f86007-165f-4c13-8e9e-04638531d101,text_id,902850402965704704
10f86007-165f-4c13-8e9e-04638531d101,text_id,903421907080552448
10f86007-165f-4c13-8e9e-04638531d101,text_id,902645660461273088
10f86007-165f-4c13-8e9e-04638531d101,text_id,900974287439273984
10f86007-165f-4c13-8e9e-04638531d101,text_id,903763754889904128
10f86007-165f-4c13-8e9e-04638531d101,text_id,1168356734462844928
10f86007-165f-4c13-8e9e-04638531d101,text_id,902858723693092865
10f86007-165f-4c13-8e9e-04638531d101,text_id,901814187839631360
10f86007-165f-4c13-8e9e-04638531d101,text_id,902652526306234375
10f86007-165f-4c13-8e9e-04638531d101,text_id,901134792984604673
10f86007-165f-4c13-8e9e-04638531d101,text_id,903370688563728384
10f86007-165f-4c13-8e9e-04638531d101,text_id,901800642213183488
10f86007-165f-4c13-8e9e-04638531d101,text_id,914124442250465280
10f86007-165f-4c13-8e9e-04638531d101,text_id,902593836647686148
10f86007-165f-4c13-8e9e-04638531d101,text_id,902634815157149698
10f86007-165f-4c13-8e9e-04638531d101,text_id,902633149091512322
10f86007-165f-4c13-8e9e-04638531d101,text_id,902864759439142912
10f86007-165f-4c13-8e9e-04638531d101,text_id,902645008498601992
10f86007-165f-4c13-8e9e-04638531d101,text_id,902914156688498688
10f86007-165f-4c13-8e9e-04638531d101,text_id,903598367464411137
10f86007-165f-4c13-8e9e-04638531d101,text_id,903044861615591425
10f86007-165f-4c13-8e9e-04638531d101,text_id,900870343560220673
10f86007-165f-4c13-8e9e-04638531d101,text_id,901659991500877825
10f86007-165f-4c13-8e9e-04638531d101,text_id,902882544101810176
10f86007-165f-4c13-8e9e-04638531d101,text_id,903063146948157440
10f86007-165f-4c13-8e9e-04638531d101,text_id,902649598673653763
10f86007-165f-4c13-8e9e-04638531d101,text_id,903407936483053570
10f86007-165f-4c13-8e9e-04638531d101,text_id,903389566131941377
10f86007-165f-4c13-8e9e-04638531d101,text_id,901758685738913793
10f86007-165f-4c13-8e9e-04638531d101,text_id,902634511292301315
10f86007-165f-4c13-8e9e-04638531d101,text_id,903370878183989257
10f86007-165f-4c13-8e9e-04638531d101,text_id,903415117236359169
10f86007-165f-4c13-8e9e-04638531d101,text_id,902647922289987588
10f86007-165f-4c13-8e9e-04638531d101,text_id,910649741129637889
10f86007-165f-4c13-8e9e-04638531d101,text_id,903048760435118084
10f86007-165f-4c13-8e9e-04638531d101,text_id,902878839063367680
10f86007-165f-4c13-8e9e-04638531d101,text_id,903742808560951296
10f86007-165f-4c13-8e9e-04638531d101,text_id,902724740644827137
10f86007-165f-4c13-8e9e-04638531d101,text_id,902729714808139776
10f86007-165f-4c13-8e9e-04638531d101,text_id,902721071593422849
10f86007-165f-4c13-8e9e-04638531d101,text_id,902628055000154112
10f86007-165f-4c13-8e9e-04638531d101,text_id,901796906673860608
10f86007-165f-4c13-8e9e-04638531d101,text_id,902882161371611136
10f86007-165f-4c13-8e9e-04638531d101,text_id,901818447126044673
10f86007-165f-4c13-8e9e-04638531d101,text_id,902638090560442371
10f86007-165f-4c13-8e9e-04638531d101,text_id,902624018888507396
10f86007-165f-4c13-8e9e-04638531d101,text_id,902607245925638144
10f86007-165f-4c13-8e9e-04638531d101,text_id,902634262159007744
10f86007-165f-4c13-8e9e-04638531d101,text_id,902656842756698113
10f86007-165f-4c13-8e9e-04638531d101,text_id,902682221055705088
10f86007-165f-4c13-8e9e-04638531d101,text_id,902654149090791424
10f86007-165f-4c13-8e9e-04638531d101,text_id,902857915232653312
10f86007-165f-4c13-8e9e-04638531d101,text_id,913795623228452865
10f86007-165f-4c13-8e9e-04638531d101,text_id,903743426293837825
10f86007-165f-4c13-8e9e-04638531d101,text_id,901758426816110592
10f86007-165f-4c13-8e9e-04638531d101,text_id,903571309250179072
10f86007-165f-4c13-8e9e-04638531d101,text_id,903482966134800384
10f86007-165f-4c13-8e9e-04638531d101,text_id,901671630954483712
10f86007-165f-4c13-8e9e-04638531d101,text_id,902637106576707584
10f86007-165f-4c13-8e9e-04638531d101,text_id,902620653492293632
10f86007-165f-4c13-8e9e-04638531d101,text_id,902717984220827648
10f86007-165f-4c13-8e9e-04638531d101,text_id,914970385560539141
10f86007-165f-4c13-8e9e-04638531d101,text_id,903747580315574272
10f86007-165f-4c13-8e9e-04638531d101,text_id,901742646200238080
10f86007-165f-4c13-8e9e-04638531d101,text_id,901705985550675968
10f86007-165f-4c13-8e9e-04638531d101,text_id,902860984343302144
10f86007-165f-4c13-8e9e-04638531d101,text_id,1168321813337792512
10f86007-165f-4c13-8e9e-04638531d101,text_id,902841130701770752
10f86007-165f-4c13-8e9e-04638531d101,text_id,902848585498320896
10f86007-165f-4c13-8e9e-04638531d101,text_id,903488558891020288
10f86007-165f-4c13-8e9e-04638531d101,text_id,902620231885053963
10f86007-165f-4c13-8e9e-04638531d101,text_id,902849215386329088
10f86007-165f-4c13-8e9e-04638531d101,text_id,912362814400024576
10f86007-165f-4c13-8e9e-04638531d101,text_id,903439499514056705
10f86007-165f-4c13-8e9e-04638531d101,text_id,902650599128293376
10f86007-165f-4c13-8e9e-04638531d101,text_id,902852226955309056
10f86007-165f-4c13-8e9e-04638531d101,text_id,903758624748654592
10f86007-165f-4c13-8e9e-04638531d101,text_id,902639121730072576
10f86007-165f-4c13-8e9e-04638531d101,text_id,905313357921583104
10f86007-165f-4c13-8e9e-04638531d101,text_id,902854605012422658
10f86007-165f-4c13-8e9e-04638531d101,text_id,902882494525136896
10f86007-165f-4c13-8e9e-04638531d101,text_id,902647576968683520
10f86007-165f-4c13-8e9e-04638531d101,text_id,902634385949638657
10f86007-165f-4c13-8e9e-04638531d101,text_id,903762837683785728
10f86007-165f-4c13-8e9e-04638531d101,text_id,905886029105610752
10f86007-165f-4c13-8e9e-04638531d101,text_id,901352928782553088
10f86007-165f-4c13-8e9e-04638531d101,text_id,909095062327271424
10f86007-165f-4c13-8e9e-04638531d101,text_id,903749131285528578
10f86007-165f-4c13-8e9e-04638531d101,text_id,902653539427782662
10f86007-165f-4c13-8e9e-04638531d101,text_id,902648667773034497
10f86007-165f-4c13-8e9e-04638531d101,text_id,903433986558525440
10f86007-165f-4c13-8e9e-04638531d101,text_id,903046580118450180
10f86007-165f-4c13-8e9e-04638531d101,text_id,913170901612453888
10f86007-165f-4c13-8e9e-04638531d101,text_id,903768637407932417
10f86007-165f-4c13-8e9e-04638531d101,text_id,902807953786490880
10f86007-165f-4c13-8e9e-04638531d101,text_id,902653787810271239
10f86007-165f-4c13-8e9e-04638531d101,text_id,901218094416240640
10f86007-165f-4c13-8e9e-04638531d101,text_id,902649454658023425
10f86007-165f-4c13-8e9e-04638531d101,text_id,903749593762058240
10f86007-165f-4c13-8e9e-04638531d101,text_id,903746259848187905
10f86007-165f-4c13-8e9e-04638531d101,text_id,903745159443165186
10f86007-165f-4c13-8e9e-04638531d101,text_id,903631135774793728
10f86007-165f-4c13-8e9e-04638531d101,text_id,902630450165899272
10f86007-165f-4c13-8e9e-04638531d101,text_id,902608156408369158
10f86007-165f-4c13-8e9e-04638531d101,text_id,913834329352097793
10f86007-165f-4c13-8e9e-04638531d101,text_id,902704673286709248
10f86007-165f-4c13-8e9e-04638531d101,text_id,902759876803403776
10f86007-165f-4c13-8e9e-04638531d101,text_id,902623783852367874
10f86007-165f-4c13-8e9e-04638531d101,text_id,901481346576535552
10f86007-165f-4c13-8e9e-04638531d101,text_id,903397644109832196
10f86007-165f-4c13-8e9e-04638531d101,text_id,902613077128044548
10f86007-165f-4c13-8e9e-04638531d101,text_id,903746451590844416
10f86007-165f-4c13-8e9e-04638531d101,text_id,902916944495611904
10f86007-165f-4c13-8e9e-04638531d101,text_id,902899795135750144
10f86007-165f-4c13-8e9e-04638531d101,text_id,902838940457164800
10f86007-165f-4c13-8e9e-04638531d101,text_id,903640810838564864
10f86007-165f-4c13-8e9e-04638531d101,text_id,901796913447673856
10f86007-165f-4c13-8e9e-04638531d101,text_id,903516639047688195
10f86007-165f-4c13-8e9e-04638531d101,text_id,902613420326871040
10f86007-165f-4c13-8e9e-04638531d101,text_id,903394511287717889
10f86007-165f-4c13-8e9e-04638531d101,text_id,909564441137643520
10f86007-165f-4c13-8e9e-04638531d101,text_id,901809620360077312
10f86007-165f-4c13-8e9e-04638531d101,text_id,902896189787344897
10f86007-165f-4c13-8e9e-04638531d101,text_id,902908017976463362
10f86007-165f-4c13-8e9e-04638531d101,text_id,902638054665572352
10f86007-165f-4c13-8e9e-04638531d101,text_id,901540542848393216
10f86007-165f-4c13-8e9e-04638531d101,text_id,902649603379662848
10f86007-165f-4c13-8e9e-04638531d101,text_id,907982247512469504
10f86007-165f-4c13-8e9e-04638531d101,text_id,902652313751269376
10f86007-165f-4c13-8e9e-04638531d101,text_id,901097222200328194
10f86007-165f-4c13-8e9e-04638531d101,text_id,901717618482085888
10f86007-165f-4c13-8e9e-04638531d101,text_id,906446908973076480
10f86007-165f-4c13-8e9e-04638531d101,text_id,902633600755126273
10f86007-165f-4c13-8e9e-04638531d101,text_id,903631681600585729
10f86007-165f-4c13-8e9e-04638531d101,text_id,903597712251248640
10f86007-165f-4c13-8e9e-04638531d101,text_id,903749230526902274
10f86007-165f-4c13-8e9e-04638531d101,text_id,903447108912652288
10f86007-165f-4c13-8e9e-04638531d101,text_id,902607250044411904
10f86007-165f-4c13-8e9e-04638531d101,text_id,903761892321218560
10f86007-165f-4c13-8e9e-04638531d101,text_id,903456402970169344
10f86007-165f-4c13-8e9e-04638531d101,text_id,908737695735717888
10f86007-165f-4c13-8e9e-04638531d101,text_id,903047574030082052
10f86007-165f-4c13-8e9e-04638531d101,text_id,903764743692967938
10f86007-165f-4c13-8e9e-04638531d101,text_id,902854644904415232
10f86007-165f-4c13-8e9e-04638531d101,text_id,902643848224149505
10f86007-165f-4c13-8e9e-04638531d101,text_id,902710407135158273
10f86007-165f-4c13-8e9e-04638531d101,text_id,902654633528655872
10f86007-165f-4c13-8e9e-04638531d101,text_id,901270476156227590
10f86007-165f-4c13-8e9e-04638531d101,text_id,902698676602023938
10f86007-165f-4c13-8e9e-04638531d101,text_id,902648302604255238
10f86007-165f-4c13-8e9e-04638531d101,text_id,903745233761992705
10f86007-165f-4c13-8e9e-04638531d101,text_id,902603988507426816
10f86007-165f-4c13-8e9e-04638531d101,text_id,902651020030992384
10f86007-165f-4c13-8e9e-04638531d101,text_id,913872803744563200
10f86007-165f-4c13-8e9e-04638531d101,text_id,903376425012666369
10f86007-165f-4c13-8e9e-04638531d101,text_id,914471382502854656
10f86007-165f-4c13-8e9e-04638531d101,text_id,908851692233416709
10f86007-165f-4c13-8e9e-04638531d101,text_id,903589258908377090
10f86007-165f-4c13-8e9e-04638531d101,text_id,902634290080514048
10f86007-165f-4c13-8e9e-04638531d101,text_id,1167954864288067585
10f86007-165f-4c13-8e9e-04638531d101,text_id,912281892174663685
10f86007-165f-4c13-8e9e-04638531d101,text_id,901721213734498308
10f86007-165f-4c13-8e9e-04638531d101,text_id,901766690014416897
10f86007-165f-4c13-8e9e-04638531d101,text_id,902653992429342720
10f86007-165f-4c13-8e9e-04638531d101,text_id,902645775309705216
10f86007-165f-4c13-8e9e-04638531d101,text_id,902614344730595328
10f86007-165f-4c13-8e9e-04638531d101,text_id,902850789986754564
10f86007-165f-4c13-8e9e-04638531d101,text_id,903350242631979008
10f86007-165f-4c13-8e9e-04638531d101,text_id,901796853716586499
10f86007-165f-4c13-8e9e-04638531d101,text_id,903395489273585665
10f86007-165f-4c13-8e9e-04638531d101,text_id,903766752206749696
10f86007-165f-4c13-8e9e-04638531d101,text_id,902662668531769346
10f86007-165f-4c13-8e9e-04638531d101,text_id,903407661613551620
10f86007-165f-4c13-8e9e-04638531d101,text_id,903407181038362625
10f86007-165f-4c13-8e9e-04638531d101,text_id,902661908297203712
10f86007-165f-4c13-8e9e-04638531d101,text_id,902821732477751296
10f86007-165f-4c13-8e9e-04638531d101,text_id,902650327354281993
10f86007-165f-4c13-8e9e-04638531d101,text_id,903673671222521856
10f86007-165f-4c13-8e9e-04638531d101,text_id,902647564117442563
10f86007-165f-4c13-8e9e-04638531d101,text_id,902916018338643972
10f86007-165f-4c13-8e9e-04638531d101,text_id,902657914095235072
10f86007-165f-4c13-8e9e-04638531d101,text_id,902598924313210880
10f86007-165f-4c13-8e9e-04638531d101,text_id,901725375310520324
10f86007-165f-4c13-8e9e-04638531d101,text_id,902646025424396291
10f86007-165f-4c13-8e9e-04638531d101,text_id,901268036388175874
10f86007-165f-4c13-8e9e-04638531d101,text_id,902893782844178432
10f86007-165f-4c13-8e9e-04638531d101,text_id,903587422272925697
10f86007-165f-4c13-8e9e-04638531d101,text_id,908403150536581120
10f86007-165f-4c13-8e9e-04638531d101,text_id,903756483611029504
10f86007-165f-4c13-8e9e-04638531d101,text_id,901328355936555014
10f86007-165f-4c13-8e9e-04638531d101,text_id,913858316853444608
10f86007-165f-4c13-8e9e-04638531d101,text_id,902597005108797442
10f86007-165f-4c13-8e9e-04638531d101,text_id,903571421993074688
10f86007-165f-4c13-8e9e-04638531d101,text_id,903709071450054656
10f86007-165f-4c13-8e9e-04638531d101,text_id,902606963330228224
10f86007-165f-4c13-8e9e-04638531d101,text_id,902656127032324096
10f86007-165f-4c13-8e9e-04638531d101,text_id,903061424645201920
